company_name,website,sector,contact_name,email,phone,linkedin,location,employee_count,source,ai_score,ai_reason,tag,google_rating
Minor Operations - Farnham,https://privategpclinic.co.uk/online-bookings/minor-operations-online-booking/,Private GPs or small health clinics,,,01932 344004,,"72 Castle St, Farnham GU9 7LP, UK",,Google Places,8,Suitable for client-facing health practices with a focus on minor operations.,clinic-target,5/5 (1 reviews),ChIJJayq0xYtdEgRvePftph_Nts,Farnham
EchoMed: Surrey Hills,https://www.echomed.co.uk/,Health Clinic,,,0333 444 3246,,"Carlton Yard Clinic, Farnham GU9 7RD, UK",,Google Places,9,Health clinic suitable for client-facing health practices,clinic-target,5/5 (265 reviews),ChIJCVnu6nwGOC0RQPT7KgRP-Mc,Farnham
Spire Clare Park Hospital,https://www.spirehealthcare.com/spire-clare-park-hospital/?utm_source=google&utm_medium=organic&utm_campaign=Hospital_GMB,Health Clinic,,,01252 850216,,"Crondall Ln, Farnham GU10 5XX, UK",,Google Places,2,Large health clinic that likely requires more space and resources than Unit 8 offers.,clinic-target,4.2/5 (63 reviews),ChIJH7b4NcotdEgRC1mc5LWzRrE,Farnham
Spire Clare Park Private GP Surgery,https://www.spirehealthcare.com/spire-clare-park-hospital/treatments/private-gp-services/?utm_source=google&utm_medium=organic&utm_campaign=SpireGP_GMB,Private GP or small health clinic,,,01252 850216,,"Crondall Ln, Farnham GU10 5XX, UK",,Google Places,9,"Private GP surgery fits well in a small, professional space for client-facing health services.",clinic-target,5/5 (1 reviews),ChIJIcEweRctdEgRfRAiENgrRhs,Farnham
Farnham Centre for Health,,Health & Wellness,,,01252 723122,,"Hale Rd, Farnham GU9 9QS, UK",,Google Places,8,Suitable for client-facing health/wellness practices,wellness,3.4/5 (10 reviews),ChIJk_jb4fwsdEgRsuML74ORJow,Farnham
Farnham Hospital and Centre for Health,,NHS clinic,,,0300 613 8000,,"Manor Rd, Farnham GU9 9QL, UK",,Google Places,1,Large public sector clinic not suitable for small professional space,clinic-target,4/5 (69 reviews),ChIJV58VMP0sdEgRMEZ9EyDH6Oc,Farnham
Farnham Park Health Group,https://www.farnhamgps.com/,Health Clinic,,,01252 723122,,"Hale Rd, Farnham GU9 9QS, UK",,Google Places,9,Health clinic requiring clinical space for patient consultations,clinic-target,2.3/5 (89 reviews),ChIJFVGrNv0sdEgRAH7JuPXql1Q,Farnham
The Carlton Yard Clinic,http://thecarltonyardclinic.co.uk/,Health & Wellness Clinic,,,01252 915333,,"Victoria Rd, Farnham GU9 7RD, UK",,Google Places,9,"The Carlton Yard Clinic is a health and wellness clinic, making it highly suitable for the professional space of Unit 8.",clinic-target,,ChIJAQDMKqotdEgROguiFaAA5FY,Farnham
SHAPINS Clinic - Farnham,https://www.shapinsclinic.com/,Massage Therapy,,,020 3976 9508,,"East St, Farnham GU9 7RX, UK",,Google Places,9,Suitable for client-facing massage therapy in a quiet professional space,wellness,4.6/5 (403 reviews),ChIJOfFALvotdEgRpf0ohI6FVp0,Farnham
Menopause & Hormone Clinic Farnham,https://privategpclinic.co.uk/menopause-clinic/,Health & Wellness,,,01932 344004,,"72 Castle St, Farnham GU9 7LP, UK",,Google Places,9,"Specialized health clinic focusing on menopause and hormone therapy, suitable for client-facing health practices.",clinic-target,,ChIJPYyHnwctdEgRj5qujomC-zk,Farnham
Farnham Dene Medical Practice,,Health Clinic,,,01252 730100,,"Hale Rd, Farnham GU9 9QS, UK",,Google Places,4,Large health clinic likely to outgrow the space,clinic-target,4.1/5 (15 reviews),ChIJFVGrNv0sdEgRnVn1STzsOk0,Farnham
Dr M C Ardagh - The Ferns Medical Practice,,Health Clinic,,,01252 723122,,"Farnham Centre, For Health",,Google Places,4,Large health clinic likely outgrowing the space,clinic-target,2/5 (59 reviews),ChIJFVGrNv0sdEgRhmhV3BjgCGc,Farnham
Travel Vaccination Clinic - Farnham,https://privategpclinic.co.uk/private-gp-clinic-farnham/,Travel Vaccination Clinic,,,01932 344004,,"72 Castle St, Farnham GU9 7LP, UK",,Google Places,8,Suitable for client-facing health practices and offers clinical services.,clinic-target,5/5 (1 reviews),ChIJbVRtNBwtdEgRwf_KnLA6X9w,Farnham
Clarendon Medical & Regenerative Aesthetic Clinic,https://clarendon-medical.clinic/,Regenerative Aesthetic Clinic,,info@clarendon-medical.clinic,01252 411766,,"6 Downing St, Farnham GU9 7PB, UK",,Google Places,9,Suitable for client-facing health practices with a focus on aesthetics and wellness.,clinic-target,5/5 (7 reviews),ChIJf-j3jkYtdEgRwffEbPO1tBY,Farnham
The Health & Harmony Clinic,https://www.healthharmony.clinic/,Health & Wellness Clinic,,contact@healthharmony.clinic,07980 623283,,"Monkton Ln, Farnham GU9 9ND, UK",,Google Places,9,"The Health & Harmony Clinic fits well as a client-facing health and wellness practice, suitable for the professional space.",wellness,5/5 (1 reviews),ChIJtbAyKqMtdEgRS2vBZ76ERvw,Farnham
HCRG Care Farnham,,Health & Wellness,,,,,"Farnham Hospital, Hale Rd",,Google Places,4,Large public sector clinic likely outgrowing the space,clinic-target,5/5 (1 reviews),ChIJjTWlOgAtdEgRjaf7DX5MpDE,Farnham
Time Dental Farnham,http://www.timedental.co.uk/,Dental,,,01252 723008,,"87 West St, Farnham GU9 7EN, UK",,Google Places,8,Private dental practice suitable for client-facing health services,clinic-target,4.9/5 (359 reviews),ChIJJVjUKKwtdEgRD4UL7WnvvXg,Farnham
Elmsleigh House Dental Clinic,https://www.elmsleighhouse.co.uk/,Dental,,,01252 713797,,"6 Station Hill, Farnham GU9 8AA, UK",,Google Places,8,Private dental practice suitable for client-facing health services,clinic-target,5/5 (155 reviews),ChIJI24iIQctdEgR8JskajAkt6Q,Farnham
"mydentist, Castle Street, Farnham",https://www.mydentist.co.uk/dentists/practices/castle-street-farnham?pid=20084&utm_source=google&utm_medium=local&utm_content=20084&utm_campaign=my-business,Dental,,,01252 716466,https://uk.linkedin.com/company/mydentistuk,"76 Castle St, Farnham GU9 7LP, UK",,Google Places,8,Suitable for a private dental practice with client-facing services.,clinic-target,4.3/5 (69 reviews),ChIJJ9Y_rqstdEgRvY_aMHq9HTM,Farnham
Castleton Dental,http://www.castletondental.co.uk/,Dental,,,01252 715576,,"11 Castle St, Farnham GU9 7JA, UK",,Google Places,8,Private dental practice suitable for client-facing health services,clinic-target,4.9/5 (214 reviews),ChIJbevCoKstdEgRZtr2gES-d0o,Farnham
"mydentist, East Street, Farnham",https://www.mydentist.co.uk/dentists/practices/east-street-farnham?pid=20175&utm_source=google&utm_medium=local&utm_content=20175&utm_campaign=my-business,dental,,,01252 716005,https://uk.linkedin.com/company/mydentistuk,"28 East St, Farnham GU9 7SW, UK",,Google Places,4,Large dental practice likely requires more space than Unit 8 offers.,clinic-target,4.2/5 (71 reviews),ChIJh3hlcgAtdEgRa_7FwG0gjV4,Farnham
Holistic Dental Centre Farnham,https://www.holisticdentalcentre.co.uk/,Dental,,,01252 820004,,"The Hart, Farnham GU9 7HA, UK",,Google Places,8,Holistic Dental Centre offers dental services which are suitable for a client-facing health practice.,clinic-target,4.9/5 (313 reviews),ChIJSVkDOawtdEgR8Ty0NUjs2pE,Farnham
Whitehouse Dental Clinic,https://www.whitehousedentalfarnham.com/,Dental Practice,,,01252 722504,,"66 East St, Farnham GU9 7TJ, UK",,Google Places,4,"Dental practices require larger, specialized facilities and equipment not suited for a small space.",clinic-target,5/5 (31 reviews),ChIJoU6HMAAtdEgRhktH7fdDjTI,Farnham
West Street Orthodontic Practice,http://weststreetorthodontics.co.uk/,Dental,,,01252 715341,,"69 West St, Farnham GU9 7EH, UK",,Google Places,4,"Orthodontic practices typically require larger, specialized facilities and equipment.",clinic-target,4.6/5 (135 reviews),ChIJp560DK4tdEgRRVwtI4mObhk,Farnham
Mr D Macnair - Whitehouse Dental Clinic,,Dental,,,01252 722504,,"66 East St, Farnham GU9 7TJ, UK",,Google Places,9,Private dental practice suitable for client-facing health services,clinic-target,5/5 (1 reviews),ChIJ9Zk4MAAtdEgRbtLL3jnz5S0,Farnham
Semickzy I,,Health & Wellness,,,01252 716466,,"76 Castle St, Farnham GU9 7LP, UK",,Google Places,5,Potentially suitable for wellness services but unclear if they require clinical space.,wellness,4/5 (1 reviews),ChIJ13b0rastdEgRtUv0AmDzA8I,Farnham
Aldershot Dental Practice,https://rodericksdentalpartners.co.uk/our-practices/aldershot-dental-practice?keywordutm_medium=organic&utm_campaign=gbp&utm_source=google&utm_content=Aldershot,Dental Practice,,,01252 334616,,"165 Victoria Rd, Aldershot GU11 1JR, UK",,Google Places,8,Suitable as a private dental practice needing a professional space for client interactions.,clinic-target,4.7/5 (787 reviews),ChIJ-9nKbLssdEgRbLGow8YGnic,Farnham
Petrie Tucker Partners,,Cosmetic dentists,,,01252 716466,,"76 Castle St, Farnham GU9 7LP, UK",,Google Places,9,Private dental practice suitable for client-facing health services,clinic-target,,ChIJSfmCsqstdEgRlzi5OhN1uH4,Farnham
"Farnham Veterinary Group, Practice & Hospital",https://farnhamvetgroup.co.uk/,Veterinary,,,01252 750329,,"East Street Farnham Veterinary Hospital, Unit 5",,Google Places,1,"Veterinary practices require larger, specialized facilities and are not suitable for client-facing health/wellness practices in a small space.",clinic-target,4.7/5 (219 reviews),ChIJnzOldFktdEgREfgbNIPc4fU,Farnham
Farnham Dental Laboratory,,Dental Laboratory,,,,,"6 Bishops Rd, Farnham GU9 0JA, UK",,Google Places,4,Dental laboratory services are not client-facing and do not require a professional space for consultations.,wellness,,ChIJTxrI91ssdEgRcPX8lOqj-j4,Farnham
Vaughan James Chemist,,Chemist/Pharmacy,,,01252 716274,,"113A West St, Farnham GU9 7HH, UK",,Google Places,1,"Retail-focused business, not suitable for clinical space",retail,4.2/5 (68 reviews),ChIJMdIV8qstdEgRq9JlG66Qhw4,Farnham
Fabelle Aesthetics,https://fabelleaesthetics.com/,Health Clinic,,info@fabelleaesthetics.com,01252 960222,,"21c East St, Farnham GU9 7SD, UK",,Google Places,9,"Fabelle Aesthetics is a health clinic, making it suitable for a clinical space.",clinic-target,5/5 (81 reviews),ChIJWyqhCA4tdEgRmr_t-6A8-js,Farnham
Farnham Foot Clinic,https://farnhamfootclinic.co.uk/,Health Clinic,,,01252 717177,,"Weydon Ln, Farnham GU9 8QT, UK",,Google Places,9,Specialized health clinic suitable for clinical space and client-facing services.,clinic-target,4.8/5 (182 reviews),ChIJLUifg6otdEgR8U5qLDYmW_M,Farnham
Jane Swales Podiatry,https://www.janeswalespodiatry.co.uk/,Podiatry,,megankramsier@gmail.com,07778 194712,,"Babbs Mead, Farnham GU9 7EE, UK",,Google Places,8,Podiatry requires a clinical space for client consultations and treatments.,clinic-target,4.8/5 (17 reviews),ChIJtRNbFQAtdEgRvH0IvFoSO_k,Farnham
Maddie Tait Podiatry - Farnham,https://www.mtpodiatry.co.uk/,Podiatry,,Cobhamhello@mtpodiatry.co.uk,020 7458 4744,http://www.linkedin.com/in/madeleine-tait/,"4 West St, Farnham GU9 7DN, UK",,Google Places,9,Podiatry requires a clinical space for client consultations and treatments.,clinic-target,,ChIJ1ycu13QtdEgRWq9zwfgg3Zc,Farnham
The Foot Clinic Aldershot,https://thefootclinicaldershot.co.uk/,Health Clinic,,,01252 317421,,"65A High St, Aldershot GU11 1BY, UK",,Google Places,9,The Foot Clinic is a health clinic that requires clinical space for client-facing services.,clinic-target,4.9/5 (48 reviews),ChIJOb1A0bosdEgRNQ1uSNuSoJE,Farnham
Joan Pearne,,Health Clinic,,,01252 737704,,"11 Lynton Cl, Farnham GU9 8US, UK",,Google Places,9,Health clinic requires a professional and quiet space for client consultations.,clinic-target,5/5 (2 reviews),ChIJ692-arwtdEgR5FEM1BSKxtE,Farnham
JOHN THE FOOTMAN LTD,https://johnthefootmanltd.co.uk/,Health Clinic,,,01252 323673,,"260 High St, Aldershot GU12 4LP, UK",,Google Places,9,Health clinic suitable for client-facing services in a professional space,clinic-target,4.1/5 (22 reviews),ChIJG3rGS5IsdEgRWFsKKvbGC7I,Farnham
Aldershot Podiatry Clinic,,Podiatry,,,01252 323673,,"260 High St, Aldershot GU12 4LP, UK",,Google Places,9,Podiatry requires a clinical space for client consultations and treatments.,clinic-target,3/5 (2 reviews),ChIJhcxJ37MsdEgRIVBL7uaf6yI,Farnham
Toe'riffic Toes Podiatry,https://www.toeriffictoespodiatry.com/,Podiatry,,,07731 474329,,"Grayshott, Hindhead GU26 6HF, UK",,Google Places,9,Podiatry requires a clinical space for client consultations and treatments.,clinic-target,5/5 (55 reviews),ChIJ038Np4Rv0o8RnqHBhs-jrjw,Farnham
Brown L,,Health Clinic,,,01252 713491,,"6 Stoneyfields, Farnham GU9 8DX, UK",,Google Places,9,Suitable for client-facing health practices with a need for a professional space,clinic-target,,ChIJHf6OjBotdEgRmGRj1C0YU-Q,Farnham
EosCounselling and Psychotherapy,https://eoscounselling-psychotherapy.co.uk/?fbclid=IwdGRjcANN-ldleHRuA2FlbQIxMQABHnsA_CTPquFq4bxdAjPOJ0ylphjjDlFUh9Bfm7UxvgCDehYiQNGLl6Fn74yp_aem_8KHeNLsvoyTWqtgm69S2gw,Psychotherapy,,d.henley.msc@gmail.com,07498 602398,,"The Hart, Farnham GU9 7HJ, UK",,Google Places,9,EosCounselling and Psychotherapy fits well as a client-facing mental health practice in a quiet professional space.,wellness,5/5 (9 reviews),ChIJZZbchZItdEgR2lAN4kamv5g,Farnham
Kate Holmes Counselling & Psychotherapy,http://www.kateholmes.co.uk/,Psychotherapy,,,07702 316012,//www.linkedin.com/in/kate-holmes-counselling,"2 Maritime House, Farnham GU9 7HW, UK",,Google Places,9,Ideal for client-facing therapy sessions in a quiet space,wellness,5/5 (18 reviews),ChIJV-rstsqh2EcRm2FMkTJ9B1g,Farnham
Eos Counselling and Psychotherapy Farnham,https://eoscounselling-psychotherapy.co.uk/,Psychotherapy,,d.henley.msc@gmail.com,07498 602398,,"The Hart, Farnham GU9 7HJ, UK",,Google Places,9,"Eos Counselling and Psychotherapy provides client-facing mental health services, making them highly suitable for a professional space.",wellness,5/5 (2 reviews),ChIJ53OoiLwtdEgRsOnqSLVgtO8,Farnham
Counselling In Farnham,https://www.counsellinginfarnham.co.uk/,Mental Health,,michelle@counsellinginfarnham.co.uk,07388 269113,,"3 Bishop's Mead, Farnham GU9 7DU, UK",,Google Places,9,Suitable for client-facing mental health services in a quiet professional space.,wellness,5/5 (1 reviews),ChIJWXHg3AUtdEgREmALB9FyU4U,Farnham
The Willows - Counselling Service,http://www.willowscounselling.com/,Mental health professionals,,enquiry@willowscounselling.com,01252 265105,,"10 Borelli Yard, Farnham GU9 7NU, UK",,Google Places,9,"Counselling services require a quiet, professional space for client sessions.",wellness,5/5 (2 reviews),ChIJy9nrSaotdEgR5BPxmHqZyTA,Farnham
MGT Therapy,https://mgttherapy.co.uk/,Health & Wellness,,,07812 349125,,"Maritime House, Farnham GU9 7HW, UK",,Google Places,8,Suitable for client-facing health/wellness practices,wellness,,ChIJAbT-CJMtdEgRp-IcdfjjUXg,Farnham
thefarnhamcounsellor,https://www.thefarnhamcounsellor.com/,Counselling,,mesam@thefarnhamcounsellor.com,07734 488223,,"Farnborough Rd, Farnham GU9 9AW, UK",,Google Places,9,"The business focuses on counselling, which requires a quiet, professional space for client sessions.",wellness,5/5 (8 reviews),ChIJhRxJVy8tdEgRm_4RYBKRTMI,Farnham
Serenity Speaking Counselling,https://www.serenityspeaking.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8917973906162748916,Mental Health,,,07482 263941,,"23 East St, Farnham GU9 7SD, UK",,Google Places,9,"Counselling services require a quiet, professional space for client interactions.",wellness,4.2/5 (5 reviews),ChIJs70HNActdEgRidt4wfrqBgQ,Farnham
Sara Speakes SLS Counselling,http://slscounselling.com/,Mental Health,,,07852 467275,,"23 East St, Farnham GU9 7SD, UK",,Google Places,9,"Counselling services require a quiet, professional space for client sessions.",wellness,5/5 (1 reviews),ChIJ4dfbLqotdEgR6g59B_JZdjM,Farnham
The Therapy Rooms South Ltd,https://www.therapyroomsonline.com/,Therapy Rooms,,enquiries@therapyroomsonline.com,01256 324085,https://uk.linkedin.com/in/katherine-williams-65038533,"23 East St, Farnham GU9 7SD, UK",,Google Places,9,Suitable for client-facing health and wellness practices in a professional space.,wellness,4/5 (2 reviews),ChIJH-G1sqstdEgRIVEXl6saat0,Farnham
Claire Basil Counselling,https://farnhamcounsellor.co.uk/index.html,Counselling,,,07514 137974,,"29 East St, Farnham GU9 7SW, UK",,Google Places,9,"Counselling is a client-facing health practice that fits well in a quiet, professional space.",wellness,,ChIJw1tdcgAtdEgRpMj-kJE6Zu0,Farnham
Talk to Katy Counselling,http://talktokaty.co.uk/,Mental Health,,,07572 268034,,"29 East St, Farnham GU9 7SW, UK",,Google Places,9,Counselling is a client-facing health practice suitable for a quiet professional space.,wellness,,ChIJM5aYwsktdEgRhpy_8lGnHC8,Farnham
Andy James Counselling & Psychotherapy,https://www.andyjamesuk.co.uk/,Counselling & Psychotherapy,,,07476 333182,,"Badshot Lea, Farnham GU9 9HR, UK",,Google Places,9,Ideal for client-facing therapeutic practices in a quiet space.,wellness,5/5 (1 reviews),ChIJ_ze8yqAtdEgRt7z8R329iqo,Farnham
South West Surrey Counselling in Farnham,http://southwestsurreycounselling.co.uk/,Counselling,,,01252 918930,,"1 Waverley Ln, Farnham GU9 8BB, UK",,Google Places,9,Suitable for client-facing mental health services in a professional space.,wellness,5/5 (1 reviews),ChIJKe9dtSAtdEgRbU01j1v-vPA,Farnham
Farnham Counselling Practice,http://www.farnhamcounsellingpractice.co.uk/,Counselling,,,07590 843152,,"29 East St, Farnham GU9 7SW, UK",,Google Places,9,Ideal for client-facing mental health services in a quiet space.,wellness,,ChIJKwgUg6otdEgR-Hk4u8tfpOc,Farnham
Andy Green Counselling,https://andygreencounselling.co.uk/,Mental Health,,,07496 644387,,"The Hart, Farnham GU9 7HW, UK",,Google Places,9,"Counselling is a client-facing health practice that fits well in a quiet, professional space.",wellness,,ChIJK6wZuaEtdEgR4B12aeSVIzg,Farnham
Maria Laskou Counselling,https://www.mlcounselling.uk/,Mental Health,,info@mlcounselling.uk,07565 115728,http://linkedin.com/in/maria-laskou-98468620a,"The Hart, Farnham GU9 7HW, UK",,Google Places,9,"Counselling is a client-facing health practice that fits well in a quiet, professional space.",wellness,,ChIJp3kPIEMtdEgR1sySw1EggHs,Farnham
Katrina Dunbar Therapy,http://www.katrinadunbartherapy.co.uk/,psychotherapy,,katrina@katrinadunbartherapy.com,07952 562248,,"11A Wykeham Rd, Farnham GU9 7JR, UK",,Google Places,9,Suitable for client-facing therapy services in a professional space,wellness,5/5 (1 reviews),ChIJleMrnQctdEgRq7dcXB8RuV8,Farnham
Psychologist Farnham,https://www.psychologistfarnham.co.uk/,Psychotherapy,,,07949 243275,,"East St, Farnham GU9 7TJ, UK",,Google Places,9,Suitable for client-facing mental health practice in a quiet space,wellness,,ChIJdw7f86stdEgR0omemqrhhzI,Farnham
The Nook Therapy Clinic,http://www.thenookclinic.co.uk/,Therapy Clinic,,,01252 750751,,"29 East St, Farnham GU9 7SW, UK",,Google Places,9,"The Nook Therapy Clinic provides therapeutic services, making it highly suitable for a client-facing health/wellness practice.",wellness,5/5 (18 reviews),ChIJj0ilP3wtdEgRMahh6wfHDmA,Farnham
